uuid,width,height,render_time_seconds,file_path
1734216013-8834fe5b-bc10-4501-a390-dee373cacc08,200,200,3.391481399536133,data\1734216013-8834fe5b-bc10-4501-a390-dee373cacc08.png
1734216032-02b405ef-dc40-4ed9-bcd7-a7a596b89f33,200,200,2.311640977859497,data\1734216032-02b405ef-dc40-4ed9-bcd7-a7a596b89f33.png
1734216050-b18f3369-8df8-4c7a-ae63-8a59ac7f58c2,200,200,1.6566414833068848,data\1734216050-b18f3369-8df8-4c7a-ae63-8a59ac7f58c2.png
1734216223-2e654c0c-b2bb-4d48-8536-52c5ac588496,200,200,2.1867713928222656,data\1734216223-2e654c0c-b2bb-4d48-8536-52c5ac588496.png
1734216416-59d374bb-11b6-4c2b-990d-7d391fd76503,200,200,150.86099576950073,data\1734216416-59d374bb-11b6-4c2b-990d-7d391fd76503.png
1734217116-402899b2-257e-4275-a55a-a9df15001b65,200,200,sourceimages/hdri_1.jpg,2.6863772869110107,data\1734217116-402899b2-257e-4275-a55a-a9df15001b65.png
1734217168-53395dce-e29c-4dc9-91db-f7587ba31ccf,200,200,sourceimages/hdri_1.jpg,2.343782424926758,data\1734217168-53395dce-e29c-4dc9-91db-f7587ba31ccf.png
1734217197-74d5da42-d36a-4d93-8960-ae970909f417,500,500,sourceimages/hdri_1.jpg,13.801292896270752,data\1734217197-74d5da42-d36a-4d93-8960-ae970909f417.png
1734217388-e36f4f39-e35e-4674-9761-e842f4f2ea39,500,500,sourceimages/hdri_1.jpg,True,16.949318408966064,data\1734217388-e36f4f39-e35e-4674-9761-e842f4f2ea39.png
1734217458-7e98a7f5-3bab-4c54-8119-f038c212a9e0,500,500,sourceimages/hdri_2.jpg,False,13.451169729232788,data\1734217458-7e98a7f5-3bab-4c54-8119-f038c212a9e0.png
1734219553-9df77e21-befe-47bc-9898-0cd9531151c5,500,500,sourceimages/hdri_2.jpg,False,15.207303285598755,data\1734219553-9df77e21-befe-47bc-9898-0cd9531151c5.png
1734219586-b4a0221f-8f2b-4ac9-b978-ca6c3899ee2b,500,500,sourceimages/hdri_2.jpg,False,14.815126657485962,data\1734219586-b4a0221f-8f2b-4ac9-b978-ca6c3899ee2b.png
1734219595-55d7999e-22a9-4fb6-acef-8fd5fa8b2473,500,500,sourceimages/hdri_2.jpg,False,16.01194167137146,data\1734219595-55d7999e-22a9-4fb6-acef-8fd5fa8b2473.png
1734219597-5c721f03-c894-44d4-bed5-2aa1b29cb4d1,500,500,sourceimages/hdri_2.jpg,False,15.817837238311768,data\1734219597-5c721f03-c894-44d4-bed5-2aa1b29cb4d1.png
1734219643-4bf05bf1-015b-4be3-a414-a6d84eff8dfb,500,500,sourceimages/hdri_2.jpg,False,13.842487096786499,data\1734219643-4bf05bf1-015b-4be3-a414-a6d84eff8dfb.png
1734219784-d581821e-6468-4a10-91ad-2ab486d1b0d4,500,500,sourceimages/hdri_1.jpg,False,14.650600910186768,data\output.png
1734219808-65296c51-7fe0-4f7b-aba9-c4b405d1031c,500,200,sourceimages/hdri_1.jpg,False,6.960420370101929,data\output.png
1734219831-224ca8bd-e622-4ca7-816b-d71ef34924be,500,200,sourceimages/hdri_1.jpg,False,7.122798919677734,data\output.png
1734219841-d613a9c3-acb4-438d-8680-cfe4caf4005f,200,200,sourceimages/hdri_1.jpg,False,2.2938973903656006,data\output.png
1734219938-5f0c5095-0279-4d3b-8956-c20049f35253,200,200,sourceimages/hdri_1.jpg,False,2.314225196838379,data\output.png
1734220066-4bd38d47-7265-4c6c-9d9f-d24797c2db42,200,200,sourceimages/hdri_1.jpg,False,2.354767084121704,data\output.png
1734220088-b259d71b-6ea2-491d-b5f6-c3b39f5c7257,200,200,sourceimages/hdri_1.jpg,False,2.3335278034210205,data\output.png
1734220158-f07090f5-67a4-4675-8e28-c064ea1511ab,200,200,sourceimages/hdri_1.jpg,False,2.387495994567871,data\output.png
1734220212-86075756-0c85-40ce-a2cd-ed635c92549c,200,200,sourceimages/hdri_1.jpg,False,2.362048625946045,data\output.png
1734220217-a0d98c5a-e0d3-4bbf-a87c-ad16c4b0a531,200,200,sourceimages/hdri_1.jpg,False,2.2949044704437256,data\output.png
1734220261-c4f1c549-f0a6-40b7-ac22-4863b4bc11a9,200,200,sourceimages/hdri_1.jpg,False,2.377652645111084,data\output.png
1734220303-a9a2d5ab-d0b3-4cad-a981-7b890d951a70,200,200,sourceimages/hdri_1.jpg,False,2.4156906604766846,data\output.png
1734220336-768cfb8d-c509-4b3e-bc11-8c360fcd6bc4,500,1000,sourceimages/hdri_1.jpg,False,20.653366327285767,data\output.png
1734220406-0bf8423c-25f9-468b-8d0d-ec82b7ed4794,1000,1000,sourceimages/hdri_1.jpg,False,53.6239492893219,data\output.png
1734220644-304e7110-7953-454c-8096-da582ac845dc,1000,1000,sourceimages/hdri_1.jpg,False,55.81822109222412,data\output.png
